customer_id,signup_date,home_store,total_lifetime_spend,loyalty_tier
11486,2023-11-14,4,432.49,Silver
11487,2025-12-18,2,0.16,Bronze
11488,2024-06-08,1,962.91,Gold
11489,2024-05-28,3,156.88,BRONZE
11490,2024-02-01,4,170.91,Bronze
11491,2024-01-12,3,209.57,Silver
11492,2022-03-20,2,125.21,Bronze
11493,2025-10-08,2,35.11,Bronze
11494,2024-02-09,3,392.43,Silver
11495,2023-08-17,1,956.94,Gold
11496,2022-07-03,3,70.47,Bronze
11497,2024-10-03,4,7.24,Bronze
11498,2024-10-14,2,132.79,Bronze
11499,2025-10-17,1,100.33,Bronze
11500,2023-06-17,1,1378.34,Gold
11501,2024-08-05,3,16.11,Bronze
11502,2025-07-10,4,22.58,Bronze
11503,2024-10-15,1,241.82,Silver
11504,2022-08-07,3,205.25,Silver
11505,2022-03-01,1,225.07,Silver
11506,2022-01-14,3,1151.88,Gold
11507,2023-09-07,2,85.7,Bronze
11508,2022-02-12,1,134.15,Bronze
11509,2023-09-16,4,214.92,Silver
11510,2023-06-25,3,388.51,Silver
11511,2022-07-28,3,78.18,Bronze
11512,2024-07-09,1,272.6,Silver
11513,2024-08-01,4,473.15,Silver
11514,2024-08-31,1,249.63,Silver
11515,2024-11-16,4,120.75,Bronze
11516,2024-11-13,4,29.64,Bronze
11517,2025-12-27,4,0.61,Bronze
11518,2025-03-01,2,151.31,Bronze
11519,2025-07-26,1,2.26,Bronze
11520,2024-10-20,3,441.33,Silver
11521,2025-11-25,4,2.58,Bronze
11522,2023-09-10,3,122.48,Bronze
11523,2025-03-12,3,388.58,Silver
11524,2024-08-31,1,141.68,Bronze
11525,2025-08-16,1,38.93,Bronze
11526,2024-08-19,1,501.06,Silver
11527,2023-10-15,4,151.66,Bronze
11528,2025-09-18,4,12.05,Bronze
11529,2023-08-02,2,2083.12,Platinum
11530,2024-11-07,4,59.72,Bronze
11531,2025-10-16,4,25.6,Bronze
11532,2024-06-14,3,181.9,Bronze
11533,2023-06-29,1,282.57,Silver
11534,2024-11-29,2,253.72,Silver
11535,2024-09-28,4,75.78,Bronze
11536,2024-10-29,3,31.12,Bronze
11537,2025-01-13,1,39.73,Bronze
11538,2025-12-02,2,16.76,Bronze
11539,2023-01-28,1,451.19,Silver
11540,2023-08-11,3,95.58,Bronze
11541,2022-05-14,1,43.58,Bronze
11542,2025-01-03,1,25.88,Bronze
11543,2024-12-17,1,105.71,Bronze
11544,2024-03-19,4,,Bronze
11545,2024-01-22,1,139.16,Bronze
11546,2025-04-08,3,53.34,Bronze
11547,2022-04-14,4,1100.9,Gold
11548,2024-03-24,4,51.47,Bronze
11549,2025-05-26,1,68.98,Bronze
11550,2023-02-20,1,8.54,Bronze
11551,2024-09-15,4,87.34,Bronze
11552,2023-06-20,4,311.29,Silver
11553,2023-02-13,1,125.61,Bronze
11554,2022-11-19,3,148.09,Bronze
11555,2024-11-05,1,135.31,Bronze
11556,2023-07-13,3,620.96,Silver
11557,2022-10-28,1,8172.34,Platinum
11558,2025-10-04,2,1.87,Bronze
11559,2025-07-26,1,27.43,Bronze
11560,2022-12-03,3,130.02,Bronze
11561,2025-12-19,4,1.27,Bronze
11562,2024-08-28,3,202.25,Silver
11563,2022-05-05,1,135.98,Bronze
11564,2024-03-24,4,489.31,Silver
11565,2025-04-18,1,170.44,Bronze
11566,2022-08-03,3,78.0,Bronze
11567,2024-10-13,2,22.22,Bronze
11568,2022-04-26,1,49.63,bronze
11569,2023-08-20,1,198.59,Bronze
11570,2025-08-05,2,3.22,Bronze
11571,2022-10-28,4,396.62,Silver
11572,2025-08-26,3,50.65,Bronze
11573,2024-12-13,1,30.6,Bronze
11574,2022-11-18,3,115.98,Bronze
11575,2024-11-13,1,123.04,Bronze
11576,2023-12-27,3,588.81,Silver
11577,2023-02-27,2,92.9,Bronze
11578,2024-03-13,2,763.1,Gold
11579,2023-05-20,3,292.03,Silver
11580,2025-11-21,1,8.29,Bronze
11581,2024-09-26,2,65.64,Bronze
11582,2024-04-29,1,58.42,Bronze
11583,2022-06-03,4,849.08,Gold
11584,2023-11-29,3,298.3,Silver
11585,2024-09-13,3,120.44,Bronze
11586,2024-12-23,3,24.46,Bronze
11587,2023-08-13,4,209.71,Silver
11588,2025-07-15,4,128.82,Bronze
11589,2023-10-01,2,10.64,Bronze
11590,2025-12-19,4,5.26,Bronze
11591,,4,457.39,Silver
11592,2025-03-24,4,250.92,Silver
11593,2025-08-15,1,33.36,Bronze
11594,2025-11-01,1,28.42,Bronze
11595,2023-04-12,3,26.54,bronze
11596,2025-04-12,3,59.38,Bronze
11597,2025-12-24,3,,Bronze
11598,2025-01-26,2,97.58,bronze
11599,2024-11-07,2,84.46,Bronze
11600,2025-10-23,4,28.53,Bronze
11601,2022-01-29,3,1308.85,Gold
11602,2023-07-19,4,865.01,Gold
11603,2024-06-05,4,30.01,Bronze
11604,2025-09-14,3,6.75,Bronze
11605,2023-03-07,1,273.59,Silver
11606,2024-08-27,3,267.96,Silver
11607,2024-08-01,1,218.64,Silver
11608,2025-02-17,4,44.15,Bronze
11609,2022-09-16,3,12.7,Bronze
11610,2024-10-27,3,71.56,Bronze
11611,2025-11-18,3,,Bronze
11612,2022-07-22,4,354.63,Silver
11613,2025-04-18,2,53.09,Bronze
11614,2023-08-18,1,274.25,Silver
11615,2022-02-14,4,327.96,Silver
11616,2025-09-10,1,11.52,Bronze
11617,2022-03-25,4,410.35,Silver
11618,2022-02-18,3,95.71,Bronze
11619,2022-10-04,3,229.3,Silver
11620,2023-02-07,4,237.71,Silver
11621,2025-06-16,2,230.72,Silver
11622,2025-07-29,3,71.54,Bronze
11623,2025-12-16,2,0.6,Bronze
11624,2022-08-16,1,48.01,Bronze
11625,2025-05-17,2,17.67,Bronze
11626,2024-10-04,1,11.56,Bronze
11627,2025-05-27,1,49.39,Bronze
11628,2022-06-28,4,622.73,Silver
11629,2022-02-26,2,429.38,Silver
11630,2023-06-25,4,1393.48,Gold
11631,2022-06-17,3,121.48,Bronze
11632,2023-05-10,2,1131.81,Gold
11633,2024-06-23,2,138.97,Bronze
11634,2022-04-05,4,129.57,Bronze
11635,2023-02-05,2,58.39,Bronze
11636,2023-08-24,4,38.34,Bronze
11637,2023-10-11,2,214.68,Silver
11638,2023-11-01,3,29.71,Bronze
11639,2023-06-10,1,149.37,Bronze
11640,2025-03-22,1,36.71,Bronze
11641,2025-03-13,3,21.77,Bronze
11642,2022-12-02,2,642.24,Silver
11643,2022-08-26,1,356.37,Silver
11644,2024-12-10,1,6.6,Bronze
11645,2025-11-04,3,5.3,Bronze
11646,2024-01-21,4,146.89,Bronze
11647,2023-01-21,1,763.88,Gold
11648,2025-03-30,3,368.93,Silver
11649,2025-06-30,3,115.04,Bronze
11650,2025-01-23,1,131.34,Bronze
11651,2023-12-23,1,,Gold
11652,2023-12-25,4,304.9,Silver
11653,2024-07-28,3,103.41,Bronze
11654,2024-08-13,1,266.0,Silver
11655,2025-04-19,4,123.06,Bronze
11656,2025-07-06,4,19.97,Bronze
11657,2024-05-17,3,3.0,Bronze
11658,2023-04-16,1,969.62,Gold
11659,2022-05-25,2,191.63,Bronze
11660,2023-06-17,4,123.56,Bronze
11661,2025-09-24,3,,Bronze
11662,2024-01-31,3,36.03,Bronze
11663,2022-05-09,3,1181.07,Gold
11664,2024-11-11,1,4.56,Bronze
11665,2024-09-07,1,32.07,Bronze
11666,2024-09-04,4,34.3,Bronze
11667,2025-03-12,1,167.61,Bronze
11668,2023-08-27,2,571.2,Silver
11669,2025-07-02,2,24.68,Bronze
11670,2025-07-17,3,,Bronze
11671,2023-03-12,3,455.49,Silver
11672,2024-12-06,1,6.07,Bronze
11673,2025-10-28,1,1.41,Bronze
11674,2024-10-29,3,1067.52,Gold
11675,2023-11-18,1,1.57,Bronze
11676,2022-12-20,4,373.89,Silver
11677,2025-04-01,1,36.09,Bronze
11678,2023-03-21,1,150.39,Bronze
11679,2024-10-26,4,45.33,Bronze
11680,2022-03-15,2,475.69,Silver
11681,2023-07-16,1,278.62,Silver
11682,2024-11-25,4,315.67,Silver
11683,2022-11-22,4,599.08,Silver
11684,2022-12-23,1,61.63,Bronze
11685,2025-05-24,1,34.9,Bronze
11686,2022-09-04,4,151.44,Bronze
11687,2022-11-19,1,418.52,Silver
11688,2024-04-16,2,743.25,Silver
11689,2025-05-25,1,98.74,Bronze
11690,2022-04-17,3,3581.32,Platinum
11691,2024-02-08,1,760.77,Gold
11692,2025-06-02,1,89.84,Bronze
11693,2025-09-13,2,112.29,Bronze
11694,2023-06-15,3,279.39,Silver
11695,2022-02-01,1,511.54,Silver
11696,2023-12-21,1,9.08,BRONZE
11697,2025-01-10,1,77.85,Bronze
11698,2024-03-07,2,48.37,Bronze
11699,2025-10-26,2,42.82,Bronze
11700,2023-10-26,2,423.23,Silver
11701,2022-04-20,1,301.41,Silver
11702,2022-02-17,3,248.77,Silver
11703,2023-12-25,3,446.35,SILVER
11704,2023-06-14,4,354.26,Silver
11705,2022-01-29,3,46.27,Bronze
11706,2025-07-18,1,36.62,Bronze
11707,2025-04-04,2,23.59,Bronze
11708,2024-12-26,3,33.6,Bronze
11709,2025-05-01,2,4.28,Bronze
11710,2023-07-21,2,15.86,Bronze
11711,2025-10-10,1,0.54,Bronze
11712,2023-12-14,4,383.24,Silver
11713,2023-10-10,1,14.74,Bronze
11714,2025-05-04,3,78.19,Bronze
11715,2024-05-14,3,561.66,Silver
11716,2023-09-15,2,120.51,Bronze
11717,2022-06-27,4,727.35,SILVER
11718,2024-03-16,1,320.08,Silver
11719,2025-01-26,4,820.06,Gold
11720,2025-06-19,2,1.86,Bronze
11721,2023-10-07,3,1254.61,Gold
11722,2022-03-17,3,5.89,Bronze
11723,2025-06-09,4,90.51,Bronze
11724,2023-12-19,2,416.88,Silver
11725,2024-05-08,4,358.45,Silver
11726,2024-12-18,1,56.41,Bronze
11727,2024-01-23,3,328.51,Silver
11728,2022-03-05,1,539.61,Silver
11729,2023-12-08,3,82.95,Bronze
11730,2024-04-26,4,116.08,Bronze
11731,2025-04-11,1,5.95,Bronze
11732,2023-03-13,2,1157.54,Gold
11733,2025-07-11,3,80.51,Bronze
11734,2022-12-22,1,63.97,Bronze
11735,2022-12-22,4,198.43,Bronze
11736,2024-07-23,3,149.67,Bronze
11737,2024-10-15,4,122.44,Bronze
11738,2024-09-18,1,64.86,Bronze
11739,2025-12-27,2,2.27,Bronze
11740,2024-06-03,3,58.74,Bronze
11741,2023-11-15,2,537.69,Silver
11742,2025-06-11,1,10.95,Bronze
11743,2024-10-11,1,46.21,Bronze
11744,2022-05-28,2,290.22,Silver
11745,2024-04-12,3,151.99,Bronze
11746,2025-01-24,1,207.4,Silver
11747,2023-07-08,1,289.7,Silver
11748,2024-04-19,2,227.91,Silver
11749,2024-12-01,4,126.49,Bronze
11750,2023-08-22,1,361.21,Silver
11751,2023-04-26,3,550.18,Silver
11752,2022-05-12,3,292.2,Silver
11753,2024-10-02,3,86.37,Bronze
11754,2024-08-17,1,802.95,Gold
11755,2023-06-18,2,448.43,Silver
11756,2024-11-09,1,130.45,bronze
11757,2024-11-05,1,175.26,Bronze
11758,2025-10-26,4,91.0,Bronze
11759,2025-10-17,3,196.27,Bronze
11760,2023-05-21,4,174.57,BRONZE
11761,2022-03-15,4,462.55,Silver
11762,2025-01-20,1,,Bronze
11763,2024-01-08,4,85.06,Bronze
11764,2023-06-05,1,539.94,Silver
11765,2023-04-01,2,593.36,Silver
11766,2025-08-25,2,9.67,Bronze
11767,2022-10-19,1,1528.97,Gold
11768,2024-10-25,3,18.33,Bronze
11769,2024-02-15,3,300.39,Silver
11770,2022-01-22,3,219.0,silver
11771,2023-02-15,3,96.37,Bronze
11772,2025-11-03,1,4.36,Bronze
11773,2023-09-30,2,187.6,bronze
11774,2022-06-07,4,12.7,Bronze
11775,2023-02-10,3,203.79,Silver
11776,2024-09-06,1,38.86,Bronze
11777,2025-12-18,1,15.4,Bronze
11778,2025-09-29,2,128.82,Bronze
11779,2025-09-28,3,4.99,Bronze
11780,2025-10-02,1,20.95,Bronze
11781,2024-02-04,1,172.59,Bronze
11782,2024-09-07,3,,Bronze
11783,2023-06-18,2,87.86,Bronze
11784,2025-04-24,4,139.35,Bronze
11785,2023-05-11,4,203.6,Silver
11786,2023-07-02,1,450.16,Silver
11787,2023-02-21,2,255.46,Silver
11788,2022-06-02,3,26.52,Bronze
11789,2024-12-26,1,28.94,Bronze
11790,2023-01-04,1,459.79,Silver
11791,2023-01-23,4,607.26,Silver
11792,2024-05-10,3,16.27,Bronze
11793,2024-10-02,3,14.58,Bronze
11794,2024-07-24,2,17.99,Bronze
11795,2022-10-08,2,500.52,Silver
11796,2022-04-17,4,1571.88,Gold
11797,2024-05-05,1,144.46,Bronze
11798,2022-02-16,1,1363.43,Gold
11799,2022-11-15,1,64.36,Bronze
11800,2025-12-18,2,2.43,Bronze
11801,2023-05-07,2,197.3,Bronze
11802,2024-05-21,2,39.59,Bronze
11803,2023-06-18,2,593.46,Silver
11804,2024-04-10,2,204.0,Silver
11805,2025-10-11,1,42.54,Bronze
11806,2024-05-10,1,6.48,Bronze
11807,2025-10-06,1,1.41,Bronze
11808,2025-11-01,3,19.98,Bronze
11809,2025-06-29,1,123.42,Bronze
11810,2025-08-07,3,51.62,Bronze
11811,2023-04-07,3,474.97,Silver
11812,2023-12-04,2,135.03,Bronze
11813,2022-11-28,1,811.54,Gold
11814,2025-08-09,1,19.99,Bronze
11815,2025-05-08,1,136.1,Bronze
11816,2023-10-17,4,1053.22,gold
11817,2022-03-03,1,925.79,Gold
11818,2025-01-22,1,31.71,Bronze
11819,2023-08-06,4,404.93,Silver
11820,2023-10-30,4,85.69,Bronze
11821,2025-05-20,3,243.17,Silver
11822,2024-10-19,3,39.74,Bronze
11823,2022-05-06,4,383.29,Silver
11824,2025-10-19,2,10.36,Bronze
11825,2024-09-28,1,6.79,Bronze
11826,2025-02-18,4,58.52,Bronze
11827,2024-11-22,4,151.03,Bronze
11828,2025-08-17,1,104.27,Bronze
11829,2025-09-19,3,17.29,Bronze
11830,2023-12-12,2,961.91,Gold
11831,2022-09-19,1,740.57,silver
11832,2023-06-15,2,680.67,Silver
11833,2022-05-24,3,850.44,Gold
11834,2025-09-03,1,30.81,Bronze
11835,2025-10-29,1,21.63,Bronze
11836,2025-07-20,4,8.19,Bronze
11837,2025-04-01,4,40.48,Bronze
11838,2024-06-24,4,110.15,Bronze
11839,2025-11-23,1,6.94,Bronze
11840,2024-06-01,4,688.68,Silver
11841,2024-02-19,3,60.71,Bronze
11842,2023-09-07,1,19.92,Bronze
11843,2022-11-01,2,150.16,Bronze
11844,2025-09-13,3,22.66,Bronze
11845,2025-12-30,2,0.11,Bronze
11846,2025-11-16,1,17.67,Bronze
11847,2022-02-02,1,114.95,Bronze
11848,2024-03-29,4,45.96,Bronze
11849,2023-11-27,3,156.06,Bronze
11850,2023-09-07,1,40.78,Bronze
11851,2025-09-22,3,50.24,Bronze
11852,2022-03-15,3,440.25,Silver
11853,2023-05-05,4,312.28,Silver
11854,2024-12-25,4,87.38,Bronze
11855,2025-05-24,3,38.77,Bronze
11856,2023-10-13,1,345.29,Silver
11857,2024-03-15,3,,Bronze
11858,2025-10-19,3,9.51,Bronze
11859,2024-10-07,4,235.64,Silver
11860,2024-03-13,3,658.17,silver
11861,2024-10-24,3,4.36,Bronze
11862,2025-05-08,2,91.32,Bronze
11863,2022-09-16,4,209.99,Silver
11864,2023-11-12,1,114.61,Bronze
11865,2024-01-17,1,104.27,Bronze
11866,2022-03-11,3,106.12,Bronze
11867,2024-08-30,1,227.15,Silver
11868,2023-03-17,4,68.43,Bronze
11869,2025-08-09,1,67.28,Bronze
11870,2022-04-23,1,,Bronze
11871,2023-05-02,4,812.96,Gold
11872,2024-04-21,2,1248.15,Gold
11873,2025-09-05,1,39.3,Bronze
11874,2023-07-19,3,135.93,Bronze
11875,2022-03-22,4,752.64,Gold
11876,2024-05-29,1,415.7,Silver
11877,2024-01-06,2,604.39,Silver
11878,2023-04-29,1,245.42,Silver
11879,2025-12-03,3,23.75,Bronze
11880,2022-02-17,3,1079.4,Gold
11881,2023-12-31,4,525.48,Silver
11882,2024-06-13,4,347.81,Silver
11883,2024-10-29,3,111.97,Bronze
11884,2022-01-17,2,851.96,Gold
11885,2023-01-26,1,50.73,Bronze
11886,2022-02-27,4,78.79,Bronze
11887,2025-09-03,1,10.55,Bronze
11888,2025-07-27,4,46.33,Bronze
11889,2023-07-09,4,11.3,Bronze
11890,2024-11-27,4,53.0,Bronze
11891,2025-10-13,1,9.57,Bronze
11892,2024-01-01,1,585.27,Silver
11893,2025-12-28,4,0.52,Bronze
11894,2023-08-04,4,323.56,Silver
11895,2022-12-14,1,697.93,Silver
11896,2025-12-19,1,1.74,Bronze
11897,2023-06-05,3,219.47,Silver
11898,2024-08-22,2,197.53,Bronze
11899,2024-12-07,1,137.34,Bronze
11900,2025-08-18,4,48.26,Bronze
11901,2025-08-28,3,31.14,Bronze
11902,2022-01-31,1,160.5,Bronze
11903,2025-09-16,1,0.62,Bronze
11904,2022-12-13,3,42.79,Bronze
11905,2023-06-02,2,611.94,Silver
11906,2025-03-07,1,22.04,Bronze
11907,2025-07-02,3,22.25,Bronze
11908,2025-09-03,1,19.28,Bronze
11909,2024-06-17,3,467.24,Silver
11910,2022-08-06,3,214.84,Silver
11911,2024-03-28,3,155.62,Bronze
11912,2022-04-11,3,182.5,Bronze
11913,2023-07-22,1,1264.21,Gold
11914,2022-08-31,4,100.06,Bronze
11915,2025-07-07,2,73.49,Bronze
11916,2024-08-05,3,82.05,Bronze
11917,2022-10-05,1,231.44,Silver
11918,2025-07-14,4,19.44,Bronze
11919,2024-12-13,1,403.68,Silver
11920,2025-09-28,1,70.51,Bronze
11921,2022-11-30,3,457.89,silver
11922,2025-09-15,3,1.18,Bronze
11923,2022-05-19,3,898.03,Gold
11924,2024-06-11,2,109.58,Bronze
11925,2023-02-18,2,38.31,Bronze
11926,2023-11-13,4,270.4,Silver
11927,2025-03-06,3,107.99,Bronze
11928,2023-10-23,1,1200.61,Gold
11929,2022-01-25,4,1884.12,Gold
11930,2022-08-03,4,99.53,Bronze
11931,2024-07-23,1,401.77,Silver
11932,2025-12-27,1,0.81,Bronze
11933,2023-12-05,1,1390.38,Gold
11934,2024-07-08,3,31.08,Bronze
11935,2023-11-17,4,724.56,Silver
11936,2022-04-16,4,414.36,Silver
11937,2025-11-16,3,63.41,Bronze
11938,2022-09-01,3,1402.13,Gold
11939,2024-06-01,1,51.9,Bronze
11940,2024-06-01,4,206.76,Silver
11941,2024-10-30,3,29.56,Bronze
11942,2024-02-15,1,494.7,Silver
11943,2024-03-15,1,178.13,Bronze
11944,2024-07-19,1,12.87,Bronze
11945,2025-10-23,1,35.41,Bronze
11946,2024-01-25,1,422.96,Silver
11947,2024-07-10,2,61.13,Bronze
11948,2022-02-12,2,2644.28,Platinum
11949,2025-03-06,1,34.33,Bronze
11950,2024-02-24,3,,Gold
11951,2024-06-09,2,,Silver
11952,2023-03-30,1,272.48,Silver
11953,2024-12-16,3,52.49,Bronze
11954,2024-02-08,4,18.85,Bronze
11955,2025-10-07,2,4.21,Bronze
11956,2024-08-21,1,649.31,SILVER
11957,2025-04-15,2,91.95,Bronze
11958,2023-09-10,2,283.79,Silver
11959,2023-02-22,2,747.79,Silver
11960,2025-11-19,2,6.97,Bronze
11961,2023-05-30,1,365.01,Silver
11962,2024-10-01,2,117.43,Bronze
11963,2022-01-13,3,38.3,Bronze
11964,2025-01-06,3,310.89,Silver
11965,2022-10-03,3,393.38,Silver
11966,2023-12-20,4,273.4,Silver
11967,2024-01-25,3,40.08,Bronze
11968,2022-02-01,3,892.61,gold
11969,2022-04-15,4,64.11,Bronze
11970,2024-12-06,1,73.45,Bronze
11971,2023-07-01,3,55.77,Bronze
11972,2025-05-03,2,181.07,BRONZE
11973,2023-08-01,3,8.55,Bronze
11974,2023-10-03,1,102.38,Bronze
11975,2024-01-11,3,102.68,Bronze
11976,2023-11-12,2,370.67,Silver
11977,2025-06-18,1,25.85,Bronze
11978,2023-10-01,1,22.56,Bronze
11979,2025-03-27,1,12.2,Bronze
11980,2025-07-27,1,20.89,Bronze
11981,2025-12-31,3,0.63,bronze
11982,2025-06-13,3,49.82,Bronze
11983,2025-05-27,3,47.67,Bronze
11984,2024-11-30,4,101.62,Bronze
11985,2023-10-03,1,80.53,Bronze
11986,2023-07-18,3,522.9,Silver
11987,2024-03-14,2,202.76,Silver
11988,2025-05-27,4,,Bronze
11989,2025-09-30,4,2.98,Bronze
11990,2023-06-06,1,134.77,Bronze
11991,2022-04-23,1,347.21,Silver
11992,2025-10-02,1,6.51,Bronze
11993,2025-05-28,1,34.87,Bronze
11994,2025-09-18,1,35.91,Bronze
11995,2024-03-08,4,131.15,Bronze
11996,2024-09-15,4,22.95,Bronze
11997,2022-04-14,4,71.94,Bronze
11998,2022-02-17,2,648.02,Silver
11999,2025-07-11,4,20.5,Bronze
12000,2023-12-11,1,414.36,Silver
12001,2025-11-04,3,7.68,Bronze
12002,2025-04-20,3,22.91,Bronze
12003,2025-07-13,4,97.03,Bronze
12004,2022-12-03,2,959.49,Gold
12005,2023-08-31,3,1302.26,Gold
12006,2024-03-12,1,579.35,Silver
12007,2024-10-28,4,732.69,Silver
12008,2025-03-19,3,327.73,Silver
12009,2024-09-11,1,65.86,Bronze
12010,2024-06-07,4,7.75,Bronze
12011,2023-03-26,2,599.96,Silver
12012,2023-07-29,2,1872.58,Gold
12013,2025-08-29,1,30.36,Bronze
12014,2025-01-29,3,115.03,Bronze
12015,2023-03-20,2,535.56,Silver
12016,2024-07-22,1,103.6,Bronze
12017,2024-07-04,3,97.07,Bronze
12018,2025-10-20,3,13.22,Bronze
12019,2025-07-07,4,77.54,Bronze
12020,2024-06-23,2,351.63,Silver
12021,2024-05-10,3,202.48,Silver
12022,2025-02-09,3,105.7,Bronze
12023,2024-07-04,2,194.99,Bronze
12024,2022-01-10,2,218.18,Silver
12025,2023-12-05,1,85.98,Bronze
12026,2022-10-20,4,326.37,Silver
12027,2024-09-28,4,47.12,Bronze
12028,2024-08-13,3,1.71,Bronze
12029,2024-10-10,2,305.33,Silver
12030,2025-08-12,4,36.12,Bronze
12031,2024-02-07,2,268.81,Silver
12032,2023-07-09,3,736.17,Silver
12033,2023-09-22,1,125.58,Bronze
12034,2025-11-13,3,5.2,Bronze
12035,2022-05-23,4,122.33,Bronze
12036,2024-02-06,3,44.37,Bronze
12037,2025-04-29,3,58.71,Bronze
12038,2022-12-09,1,134.32,BRONZE
12039,2025-12-06,4,13.11,Bronze
12040,2023-08-18,3,122.33,Bronze
12041,2025-11-02,1,8.76,Bronze
12042,2024-10-19,2,239.1,Silver
12043,2024-06-04,3,105.62,Bronze
12044,2022-12-12,4,64.55,Bronze
12045,2023-12-04,2,37.67,Bronze
12046,2022-12-05,1,179.71,Bronze
12047,2022-05-05,4,880.19,Gold
12048,2023-12-07,3,97.92,Bronze
12049,2023-02-12,2,159.72,Bronze
12050,2022-03-24,3,435.14,Silver
12051,2024-08-14,1,141.24,Bronze
12052,2023-08-30,2,32.0,Bronze
12053,2023-12-14,3,729.3,Silver
12054,2024-12-05,1,45.89,Bronze
12055,2023-11-08,1,187.95,Bronze
12056,2024-04-26,1,316.59,Silver
12057,2023-06-06,3,72.74,Bronze
12058,2025-10-07,4,30.46,bronze
12059,2023-08-07,1,114.11,Bronze
12060,2022-06-21,3,56.3,Bronze
12061,2024-12-11,3,211.99,Silver
12062,2025-01-25,1,24.58,Bronze
12063,2024-08-13,4,173.16,Bronze
12064,2025-03-19,1,16.58,Bronze
12065,2022-07-26,4,282.8,Silver
12066,2025-01-28,1,74.57,Bronze
12067,2023-07-27,1,178.95,Bronze
12068,2024-09-05,1,25.93,Bronze
12069,2024-02-18,2,152.64,Bronze
12070,2023-04-01,1,1544.89,GOLD
12071,2026-06-01,1,397.22,Silver
12072,2022-05-23,3,55.74,Bronze
12073,2025-02-26,1,122.53,Bronze
12074,2023-12-12,4,140.53,Bronze
12075,2022-04-06,1,204.7,Silver
12076,2024-12-24,4,103.22,Bronze
12077,2022-01-20,4,615.88,Silver
12078,2023-10-20,4,163.73,Bronze
12079,2025-12-29,2,0.24,Bronze
12080,2023-03-06,1,456.67,Silver
12081,2023-07-04,2,202.72,Silver
12082,2023-04-15,4,47.55,Bronze
12083,2022-01-09,3,105.17,Bronze
12084,2025-03-24,1,45.15,Bronze
12085,2022-06-08,3,302.68,Silver
12086,2025-10-10,1,2.12,Bronze
12087,2024-06-11,1,87.34,Bronze
12088,2023-04-16,3,103.83,Bronze
12089,2025-02-05,1,205.26,Silver
12090,2022-08-17,2,175.15,Bronze
12091,2025-09-25,1,136.48,Bronze
12092,2022-10-29,4,151.56,BRONZE
12093,2025-09-22,3,11.73,Bronze
12094,2023-12-08,1,45.44,Bronze
12095,2024-07-08,4,226.43,Silver
12096,2025-04-24,1,16.18,Bronze
12097,2023-10-15,3,107.11,Bronze
12098,2024-05-01,1,51.46,Bronze
12099,2023-09-05,4,195.71,Bronze
12100,2023-12-31,1,53.26,Bronze
12101,2025-06-11,3,11.4,Bronze
12102,2024-02-16,2,89.37,Bronze
12103,2022-05-24,4,231.06,Silver
12104,2024-02-11,4,80.18,Bronze
12105,2025-07-01,1,18.89,Bronze
12106,2024-04-16,1,85.73,bronze
12107,2023-02-14,3,903.4,Gold
12108,2024-04-07,2,139.68,Bronze
12109,2022-12-15,3,324.03,Silver
12110,2024-08-25,4,718.59,Silver
12111,2024-03-22,1,599.96,Silver
12112,2022-10-30,3,624.52,Silver
12113,2023-10-12,2,1658.15,Gold
12114,2023-05-05,1,223.5,Silver
12115,2024-01-06,1,135.9,Bronze
12116,2025-10-03,1,11.2,Bronze
12117,2019-01-01,1,18.05,Bronze
12118,2025-06-11,1,39.77,Bronze
12119,2022-11-28,1,246.52,Silver
12120,2025-05-10,4,5.34,Bronze
12121,2023-06-26,1,835.84,Gold
12122,2022-03-16,3,636.95,Silver
12123,2022-06-22,2,889.61,Gold
12124,2025-05-10,1,38.65,Bronze
12125,2022-11-23,3,73.35,Bronze
12126,2025-11-04,3,0.88,Bronze
12127,2024-03-25,1,127.42,Bronze
12128,2023-09-08,4,33.48,Bronze
12129,2025-08-23,1,35.07,Bronze
12130,2023-08-04,4,139.5,Bronze
12131,2022-07-10,4,290.92,Silver
12132,2023-11-11,1,299.78,Silver
12133,2023-08-04,1,275.28,Silver
12134,2023-02-18,1,1040.85,gold
12135,2024-11-17,2,125.5,Bronze
12136,2023-10-22,2,267.46,Silver
12137,2023-05-24,3,110.14,Bronze
12138,2023-10-27,2,256.75,Silver
12139,2022-11-13,3,613.84,Silver
12140,2025-12-10,3,0.46,Bronze
12141,2024-07-21,3,196.96,Bronze
12142,2025-07-11,3,75.32,Bronze
12143,2023-01-06,4,27.86,Bronze
12144,2024-05-31,3,7.73,Bronze
12145,2023-09-15,4,370.86,Silver
12146,2024-02-24,1,36.75,Bronze
12147,2023-04-28,1,502.77,Silver
12148,2024-09-10,3,27.04,Bronze
12149,2025-01-08,3,193.65,Bronze
12150,2024-07-29,3,90.31,Bronze
12151,2025-02-24,4,,Bronze
12152,2023-05-26,2,465.84,Silver
12153,2025-06-28,1,83.87,Bronze
12154,2023-09-18,1,49.22,Bronze
12155,2025-02-25,3,77.2,Bronze
12156,2023-04-29,4,410.05,Silver
12157,2023-12-06,1,308.02,Silver
12158,,2,3.16,Bronze
12159,2022-02-07,1,246.66,Silver
12160,2025-01-13,2,126.96,Bronze
12161,2025-04-21,3,51.05,Bronze
12162,2022-11-17,1,63.65,Bronze
12163,2024-05-18,3,640.42,Silver
