po_id,vendor_id,store_id,product_id,order_date,quantity_ordered,total_cost,expected_delivery_date
8349,2,3,459,2023-12-24,10,370.09,2023-12-31
8350,15,2,336,2023-09-23,56,3143.6,2023-10-05
8351,34,2,213,2023-05-15,81,12055.19,2023-06-11
8352,48,3,339,2023-06-29,27,566.31,2023-07-06
8353,9,4,292,2024-06-13,23,1105.91,2024-06-20
8354,4,1,308,2022-04-21,50,1495.99,2022-05-03
8355,44,1,222,2024-01-17,57,483.85,2024-02-04
8356,7,1,268,2025-05-16,92,17506.24,2025-06-03
8357,6,2,53,2025-01-09,178,15519.97,2025-01-22
8358,39,3,417,2022-07-10,70,2886.86,2022-07-21
8359,38,1,40,2022-04-23,83,7910.24,2022-05-05
8360,8,3,349,2025-04-30,35,1765.86,2025-05-13
8361,47,1,336,2024-02-18,13,679.16,2024-03-08
8362,19,4,216,2023-08-30,37,1941.33,2023-09-06
8363,15,3,369,2023-08-15,148,2180.89,2023-09-08
8364,36,3,231,2025-08-04,109,256.52,2025-08-11
8365,5,3,433,2024-04-03,28,754.41,2024-04-12
8366,2,3,167,2022-10-04,38,1281.61,2022-10-08
8367,50,3,291,2024-06-21,28,4496.31,2024-07-05
8368,38,3,364,2023-06-26,105,1173.44,2023-07-22
8369,31,2,44,2022-05-03,100,23717.34,2022-05-13
8370,42,3,24,2023-05-06,28,418.6,2023-05-18
8371,37,1,262,2023-03-09,84,1244.76,2023-03-17
8372,20,2,339,2024-08-30,34,759.54,2024-09-03
8373,43,3,171,2022-02-13,68,7132.3,2022-02-21
8374,3,1,332,2025-01-25,19,330.46,2025-02-10
8375,48,1,40,2025-03-30,75,7079.94,2025-04-05
8376,47,1,254,2025-10-14,21,1055.25,2025-10-30
8377,48,2,46,2025-07-02,144,7435.17,2025-07-05
8378,36,1,437,2023-09-30,87,1408.29,2023-10-05
8379,38,1,453,2025-05-20,77,7800.97,2025-05-31
8380,38,4,100,2025-08-07,162,24445.85,2025-08-29
8381,15,3,214,2025-12-25,26,448.72,2026-01-05
8382,19,2,349,2022-06-06,17,792.02,2022-06-16
8383,49,4,388,2025-05-09,83,1113.0,2025-05-16
8384,7,2,257,2022-09-23,62,915.07,2022-09-29
8385,38,2,124,2025-02-11,40,8871.43,2025-02-25
8386,35,2,279,2023-08-01,43,4070.51,2023-08-13
8387,25,3,187,2024-12-16,89,935.11,2024-12-30
8388,23,3,124,2025-02-27,75,15915.54,2025-03-07
8389,46,1,496,2022-12-04,80,1649.0,2022-12-21
8390,21,2,6,2025-03-23,75,2356.73,2025-04-09
8391,43,3,206,2022-05-03,71,1467.41,2022-05-10
8392,48,2,456,2024-07-08,47,768.19,2024-07-15
8393,24,3,200,2022-08-30,10,310.19,2022-09-10
8394,35,3,433,2025-05-21,74,1972.99,2025-06-01
8395,22,1,206,2023-08-15,48,1052.03,2023-08-19
8396,20,3,463,2025-07-09,56,348.49,2025-07-15
8397,31,1,87,2023-04-21,66,7233.35,2023-05-02
8398,4,1,445,2022-02-25,46,1311.11,2022-03-04
8399,1,1,171,2024-05-07,145,15707.52,2024-05-18
8400,1,1,187,2022-07-23,106,1145.66,2022-08-01
8401,21,4,222,2025-08-10,224,2045.05,2025-08-27
8402,5,4,40,2022-04-13,86,7758.25,2022-04-22
8403,46,1,380,2022-06-16,48,1588.52,2022-07-03
8404,37,3,344,2024-12-22,7,340.85,2025-01-02
8405,26,3,40,2024-03-16,29,2701.53,2024-03-29
8406,48,3,44,2025-11-30,18,4503.1,2025-12-06
8407,38,4,339,2024-06-27,81,1713.27,2024-07-10
8408,19,3,463,2022-03-08,55,329.75,2022-03-20
8409,10,1,165,2025-01-17,24,264.05,2025-01-27
8410,31,2,231,2024-06-20,111,241.1,2024-07-12
8411,20,1,236,2022-12-16,146,13512.26,2022-12-22
8412,21,4,157,2024-11-29,44,506.29,2024-12-14
8413,24,1,332,2022-09-06,37,642.29,2022-09-19
8414,23,4,268,2022-02-23,56,9767.85,2022-02-28
8415,11,3,425,2024-08-01,35,1527.71,2024-08-08
8416,9,3,97,2023-10-10,37,1815.23,2023-10-19
8417,44,1,340,2022-05-06,109,1264.45,2022-05-22
8418,33,4,399,2022-03-19,93,939.84,2022-03-20
8419,23,1,353,2023-03-16,100,2469.69,2023-03-22
8420,1,1,137,2024-05-18,78,15429.2,2024-05-29
8421,13,1,322,2022-07-21,82,2028.22,2022-07-26
8422,8,3,429,2025-07-08,48,1920.35,2025-07-21
8423,50,3,316,2022-06-28,63,3581.72,2022-07-11
8424,39,1,17,2023-03-26,236,527.99,2023-04-05
8425,21,1,26,2023-11-07,37,773.38,2023-11-22
8426,1,4,379,2025-06-13,47,2528.15,2025-07-03
8427,23,2,122,2024-04-24,47,4216.64,2024-04-30
8428,13,4,299,2025-06-06,68,1901.44,2025-06-13
8429,23,1,171,2023-08-10,45,4936.6,2023-08-15
8430,26,2,371,2024-12-17,62,7013.51,2025-01-15
8431,26,2,256,2025-07-09,42,984.32,2025-07-26
8432,3,1,426,2023-07-07,74,3380.17,2023-07-20
8433,4,4,17,2023-09-21,129,286.1,2023-09-28
8434,21,4,126,2022-08-04,47,435.96,2022-08-19
8435,37,3,442,2023-01-05,113,9780.7,2023-01-18
8436,25,1,443,2025-07-01,79,1108.56,2025-07-11
8437,47,3,198,2023-06-21,73,4055.23,2023-07-12
8438,31,2,187,2025-10-23,70,754.36,2025-11-03
8439,8,2,134,2023-08-03,25,976.2,2023-08-15
8440,43,1,413,2024-09-09,65,1736.1,2024-09-15
8441,9,3,233,2022-03-11,81,3574.67,2022-03-19
8442,23,4,2,2023-08-02,25,362.86,2023-08-07
8443,21,1,349,2025-05-11,95,4820.69,2025-05-28
8444,4,1,3,2023-12-20,38,443.26,2023-12-31
8445,8,1,262,2025-10-17,57,780.99,2025-10-28
8446,46,2,272,2022-01-07,31,1615.82,2022-01-23
8447,18,3,231,2024-05-11,99,217.92,2024-05-17
8448,10,1,109,2025-02-04,10,267.42,2025-02-19
8449,50,3,78,2025-02-23,19,492.47,2025-03-07
8450,25,1,455,2025-04-23,14,582.02,2025-05-03
8451,21,4,32,2025-05-16,16,174.77,2025-05-29
8452,16,3,188,2025-04-22,51,488.61,2025-04-30
8453,3,1,199,2024-03-01,43,3297.62,2024-03-15
8454,7,1,242,2025-11-19,77,7738.14,2025-11-27
8455,6,1,446,2023-10-11,66,1546.22,2023-10-24
8456,10,3,124,2024-01-10,55,11098.19,2024-01-25
8457,19,4,336,2022-07-06,21,1192.16,2022-07-16
8458,48,2,364,2024-07-08,37,392.3,2024-07-14
8459,22,3,279,2024-04-23,55,5276.45,2024-04-28
8460,16,4,369,2022-09-30,49,696.65,2022-10-03
8461,4,1,369,2022-05-16,42,592.29,2022-05-24
8462,11,2,225,2025-02-08,93,3214.04,2025-02-16
8463,28,3,440,2022-10-14,88,2307.49,2022-10-30
8464,28,1,451,2023-12-18,58,2581.31,2024-01-07
8465,3,1,477,2023-03-09,84,4418.68,2023-03-21
8466,41,2,257,2024-09-10,156,2322.17,2024-09-20
8467,38,3,421,2022-06-22,27,585.99,2022-07-03
8468,27,4,212,2025-09-29,36,715.35,2025-10-09
8469,14,4,479,2023-10-02,26,687.81,2023-10-07
8470,39,1,172,2022-11-25,63,11148.1,2022-12-05
8471,3,4,364,2022-07-16,64,669.84,2022-08-06
8472,28,2,246,2022-12-10,84,1103.75,2022-12-17
8473,26,2,132,2022-05-18,28,2647.83,2022-06-03
8474,39,1,240,2022-01-04,107,5489.59,2022-01-15
8475,40,1,96,2025-01-02,43,495.31,2025-01-06
8476,4,4,114,2024-10-09,95,4499.93,2024-10-17
8477,25,4,460,2023-11-19,160,2219.27,2023-12-03
8478,3,1,51,2024-07-11,108,9918.67,2024-07-23
8479,11,1,472,2023-11-01,51,1216.47,2023-11-09
8480,1,1,322,2023-01-09,34,835.14,2023-02-05
8481,11,3,436,2022-02-30,74,2191.01,2025-12-06
8482,50,1,343,2025-08-25,79,8050.86,2025-09-04
8483,19,1,26,2024-01-08,37,801.42,2024-01-18
8484,38,4,413,2023-01-13,48,1273.77,2023-01-27
8485,26,1,268,2025-04-14,78,13990.48,2025-04-30
8486,10,1,463,2025-07-04,92,590.06,2025-07-16
8487,36,4,423,2025-07-04,45,322.41,2025-07-12
8488,26,1,40,2023-09-12,61,5903.95,2023-09-25
8489,28,1,101,2024-10-09,54,2771.95,2024-10-17
8490,31,1,399,2025-07-18,170,1746.53,2025-07-27
8491,26,4,254,2023-04-04,62,,2023-04-19
8492,21,4,97,2022-08-17,43,2226.37,2022-09-16
8493,26,4,421,2023-08-11,110,2231.31,2023-08-26
8494,7,1,402,2022-10-12,30,1529.1,2022-10-15
8495,6,1,235,2025-12-30,82,178.64,2026-01-08
8496,17,4,481,2022-12-26,97,8256.6,2023-01-04
8497,37,1,262,2023-12-31,74,994.17,2024-01-10
8498,6,2,323,2023-06-14,16,128.9,2023-06-26
8499,22,1,122,2025-04-04,97,8369.1,2025-04-07
8500,5,1,187,2024-07-16,124,1360.57,2024-07-20
8501,5,2,40,2022-02-08,75,7269.07,2022-02-13
8502,32,4,112,2025-12-09,166,2454.68,2025-12-17
8503,1,3,81,2025-12-25,19,2153.63,2026-01-04
8504,27,1,27,2025-08-01,21,797.02,2025-08-11
8505,24,4,332,2025-09-22,20,348.73,2025-10-05
8506,42,4,271,2022-02-15,63,663.88,2022-02-26
8507,14,1,433,2023-06-21,70,1985.8,2023-06-24
8508,32,2,340,2023-12-08,91,1100.5,2023-12-15
8509,1,1,215,2022-12-24,61,3615.24,2023-01-06
8510,38,2,458,2023-07-16,15,478.07,2023-07-27
8511,38,1,313,2025-06-07,87,20906.13,2025-06-20
8512,16,1,165,2025-08-17,116,1260.66,2025-08-20
8513,27,4,6,2024-02-11,27,858.49,2024-02-23
8514,48,3,278,2022-05-12,58,653.14,2022-05-15
8515,37,1,134,2023-04-15,26,996.25,2023-04-25
8516,25,1,369,2025-04-12,113,1618.8,2025-04-26
8517,7,2,139,2022-07-08,101,1746.08,2022-07-14
8518,2,2,74,2023-10-18,23,842.09,2023-10-25
8519,6,2,192,2023-09-06,189,21748.52,2023-09-18
8520,23,4,25,2022-06-19,29,6614.36,2022-06-24
8521,27,2,2,2025-11-22,8,115.07,2025-12-04
8522,26,2,314,2022-09-30,200,5002.27,2022-10-12
8523,38,3,499,2024-02-08,72,1046.31,2024-02-19
8524,19,1,452,2025-04-20,103,1657.41,2025-04-28
8525,7,4,357,2024-06-24,88,1385.05,2024-06-30
8526,36,1,191,2025-04-18,78,591.1,2025-04-22
8527,39,3,291,2024-08-16,43,7128.88,2024-08-24
8528,24,3,463,2023-07-19,87,505.18,2023-07-28
8529,1,1,40,2025-12-16,73,6958.04,2025-12-24
8530,38,3,453,2023-01-07,59,5969.57,2023-01-18
8531,6,3,302,2023-03-01,48,2628.44,2023-03-14
8532,14,3,350,2022-12-11,29,1671.83,2022-12-17
8533,46,1,451,2022-06-24,16,718.74,2022-07-10
8534,47,3,178,2022-08-28,64,6645.19,2022-09-15
8535,27,1,209,2024-03-23,109,1210.74,2024-04-05
8536,1,3,211,2025-07-16,78,1845.55,2025-07-29
8537,29,1,460,2025-07-12,114,1636.29,2025-08-01
8538,14,4,273,2023-03-02,56,5295.1,2023-03-21
8539,26,1,248,2023-08-15,62,3477.54,2023-08-28
8540,20,1,69,2025-05-16,117,1244.4,2025-05-22
8541,35,4,236,2022-03-18,44,3881.83,2022-03-27
8542,26,2,248,2024-06-29,104,6021.35,2024-07-15
8543,37,1,21,2025-11-28,17,532.44,2025-12-11
8544,21,1,167,2024-07-29,39,1288.03,2024-08-13
8545,35,1,413,2022-12-30,52,1307.17,2023-01-07
8546,13,3,359,2025-11-10,44,1851.05,2025-11-18
8547,49,1,167,2023-11-01,46,1498.34,2023-11-07
8548,41,3,97,2022-05-21,36,1723.96,2022-05-29
8549,15,1,458,2024-04-07,21,685.76,2024-04-15
8550,5,3,268,2024-07-10,40,7105.71,2024-08-03
8551,11,3,279,2022-06-09,39,3883.95,2022-06-16
8552,26,4,257,2024-11-16,28,436.9,2024-11-30
8553,45,1,165,2025-12-25,43,462.6,2026-01-02
8554,28,4,433,2022-01-11,61,1731.22,2022-01-21
8555,17,1,44,2024-01-11,46,10710.48,2024-01-22
8556,20,1,222,2022-12-10,119,1003.55,2022-12-13
8557,32,3,223,2023-08-03,85,466.88,2023-08-13
8558,46,2,187,2024-11-01,97,981.1,2024-11-14
8559,49,3,23,2024-11-01,166,1406.58,2024-11-06
8560,29,3,133,2024-04-17,17,448.07,2024-04-22
8561,46,4,54,2025-05-17,77,1629.01,2025-05-30
8562,47,4,214,2024-06-16,20,335.52,2024-07-07
8563,30,3,79,2022-02-06,67,942.18,2022-02-22
8564,44,1,215,2023-12-24,105,6150.8,2024-01-15
8565,33,1,288,2022-05-21,42,296.29,2022-05-22
8566,9,3,282,2022-09-19,10,543.65,2022-09-30
8567,11,3,268,2025-12-31,59,10851.64,2026-01-04
8568,42,1,458,2023-07-31,20,678.14,2023-08-13
8569,38,3,396,2023-11-11,88,8089.11,2023-11-21
8570,11,3,371,2024-03-30,57,6326.4,2024-04-05
8571,7,4,211,2025-02-09,90,2060.98,2025-02-13
8572,44,2,67,2025-08-27,122,1981.96,2025-09-15
8573,12,3,319,2025-01-11,116,1703.1,2025-02-09
8574,37,1,199,2023-07-30,103,8702.12,2023-08-12
8575,7,4,470,2024-05-06,130,755.66,2024-05-19
8576,4,2,243,2022-12-01,74,12130.71,2022-12-09
8577,24,2,165,2023-11-02,65,720.45,2023-11-14
8578,8,2,340,2023-05-05,137,1574.48,2023-05-15
8579,17,2,323,2024-10-24,110,860.75,2024-11-06
8580,5,3,350,2022-12-20,32,1799.92,2022-12-24
8581,47,1,171,2022-07-11,106,11334.25,2022-08-01
8582,7,1,205,2025-08-27,98,5976.8,2025-08-30
8583,16,3,207,2023-09-14,31,1333.72,2023-09-19
8584,16,2,133,2023-04-01,32,883.84,2023-04-06
8585,1,1,220,2023-06-06,58,1550.49,2023-06-15
8586,31,3,347,2022-07-10,44,2147.26,2022-07-18
8587,9,3,457,2024-09-10,44,1389.13,2024-09-18
8588,25,2,463,2025-10-13,152,927.74,2025-10-24
8589,35,1,114,2025-12-13,44,2221.38,2025-12-25
8590,48,2,109,2022-05-27,27,755.36,2022-05-30
8591,46,4,17,2025-08-27,44,93.16,2025-09-10
8592,28,3,132,2023-02-28,103,8976.37,2023-03-08
8593,26,3,40,2022-06-13,65,6080.29,2022-06-25
8594,37,4,207,2024-01-21,26,1091.03,2024-02-02
8595,10,1,367,2024-01-15,64,5100.11,2024-01-29
8596,45,1,33,2022-03-31,88,880.39,2022-04-09
8597,44,3,402,2022-03-17,29,1427.26,2022-04-04
8598,25,3,399,2025-09-04,103,,2025-09-13
8599,18,3,231,2023-08-07,55,123.65,2023-08-17
8600,9,4,332,2025-04-01,16,278.1,2025-04-07
8601,8,1,221,2022-09-26,112,1653.81,2022-10-09
8602,12,1,2,2025-07-15,20,293.95,2025-07-30
8603,6,3,123,2025-01-09,90,15742.28,2025-01-22
8604,5,1,488,2025-11-11,97,2778.44,2025-11-20
8605,29,1,116,2023-11-10,68,790.12,2023-11-17
8606,5,3,81,2024-05-01,60,6324.48,2024-05-07
8607,29,3,434,2025-04-16,11,398.61,2025-04-23
8608,7,4,198,2022-06-18,150,7997.55,2022-06-22
8609,48,2,279,2024-02-04,65,6187.43,2024-02-10
8610,49,1,276,2023-05-27,118,689.01,2023-06-03
8611,24,3,23,2023-04-10,120,946.35,2023-04-19
8612,31,4,413,2025-01-02,49,1244.38,2025-01-13
8613,30,2,26,2023-06-16,57,1217.52,2023-07-01
8614,39,1,415,2024-07-27,43,863.48,2024-08-05
8615,37,2,336,2022-07-15,12,680.8,2022-07-28
8616,44,3,112,2025-03-01,103,1423.3,2025-03-20
8617,49,3,64,2022-07-15,24,717.05,2022-07-23
8618,49,2,418,2025-11-30,95,1059.98,2025-12-10
8619,8,2,176,2025-08-07,34,463.88,2025-08-17
8620,46,3,311,2023-03-26,90,695.04,2023-04-08
8621,17,3,52,2025-10-30,112,12605.92,2025-11-08
8622,37,3,97,2024-10-07,31,1620.57,2024-10-15
8623,27,2,336,2022-06-03,66,3659.3,2022-06-13
8624,8,1,109,2025-03-30,18,521.5,2025-04-08
8625,12,2,156,2024-12-13,33,1345.57,2024-12-27
8626,23,1,421,2024-02-27,109,2154.13,2024-03-06
8627,10,2,457,2022-05-24,91,2793.3,2022-06-03
8628,14,1,59,2023-04-04,93,3662.87,2023-04-10
8629,49,1,418,2022-05-22,14,154.07,2022-05-27
8630,12,3,207,2024-08-31,9,363.88,2024-09-14
8631,50,1,413,2023-03-25,56,1410.21,2023-04-07
8632,22,1,288,2024-08-10,62,470.89,2024-08-11
8633,15,3,68,2022-06-29,40,1757.84,2022-07-10
8634,39,4,231,2024-01-10,70,160.07,2024-01-22
8635,43,3,406,2025-08-05,55,1362.97,2025-08-12
8636,11,1,39,2024-01-16,61,2828.71,2024-01-22
8637,5,3,379,2025-09-19,119,5919.15,2025-09-24
8638,36,2,74,2024-11-03,80,2927.51,2024-11-11
8639,32,1,370,2024-04-03,31,581.07,2024-04-24
8640,46,3,304,2023-09-07,146,1986.21,2023-09-22
8641,18,3,368,2024-11-24,70,219.59,2024-12-01
8642,20,3,268,2023-04-10,66,11492.72,2023-04-17
8643,23,3,279,2022-06-13,92,8838.75,2022-06-22
8644,50,3,248,2022-07-26,36,2216.37,2022-08-09
8645,31,3,494,2023-04-19,129,763.64,2023-04-26
8646,7,4,106,2022-03-07,300,2373.69,2022-03-22
8647,16,3,388,2022-04-14,196,2628.56,2022-04-17
8648,1,1,414,2022-06-04,88,8638.42,2022-06-17
8649,38,3,337,2022-08-27,108,2929.08,2022-09-08
8650,46,4,119,2024-12-20,106,4396.82,2025-01-02
8651,7,3,363,2022-07-08,94,5095.16,2022-07-16
8652,31,2,413,2022-10-18,95,2641.12,2022-10-25
8653,22,2,433,2022-04-05,114,3023.33,2022-04-07
8654,6,1,51,2025-10-07,73,6544.82,2025-10-16
8655,49,1,457,2022-02-19,15,487.46,2022-02-27
8656,48,3,74,2024-12-02,14,477.02,2024-12-05
8657,8,1,319,2022-05-01,80,1151.18,2022-05-09
8658,45,3,237,2024-11-22,21,631.47,2024-11-28
8659,50,3,132,2023-12-31,182,16654.74,2024-01-12
8660,37,1,250,2025-01-06,65,574.25,2025-01-15
8661,16,4,28,2022-11-27,210,3537.22,2022-12-09
8662,43,2,40,2025-03-29,26,2337.1,2025-04-03
8663,16,1,207,2023-08-27,41,1732.3,2023-08-31
8664,24,4,170,2023-11-06,30,563.01,2023-11-14
8665,4,1,224,2022-01-25,46,716.77,2022-02-06
8666,42,1,170,2022-02-28,81,1527.77,2022-03-11
8667,12,2,458,2022-10-06,49,1568.31,2022-10-19
8668,44,1,38,2024-02-02,96,2118.06,2024-02-21
8669,42,4,270,2024-05-23,26,1391.54,2024-06-19
8670,6,3,302,2025-12-17,70,3594.11,2026-01-02
8671,12,3,303,2023-11-22,126,2175.0,2023-12-06
8672,11,2,78,2025-07-01,41,1094.97,2025-07-19
8673,26,4,137,2025-10-29,70,14240.68,2025-11-12
8674,42,1,328,2023-08-10,64,2675.84,2023-08-20
8675,3,3,192,2022-02-01,52,6321.11,2022-02-15
8676,3,4,178,2025-10-07,48,5108.94,2025-10-19
8677,17,4,327,2025-03-19,89,19882.87,2025-03-27
8678,48,2,369,2024-01-25,98,1447.28,2024-01-30
8679,44,4,297,2023-01-01,34,685.78,2023-01-16
8680,37,4,278,2022-04-07,159,1698.19,2022-04-20
8681,41,4,292,2023-09-24,6,274.27,2023-10-05
8682,42,4,170,2023-06-05,23,433.65,2023-06-15
8683,19,1,30,2024-02-12,25,896.16,2024-02-22
8684,30,4,380,2022-03-25,43,1352.0,2022-04-10
8685,13,3,87,2025-07-09,52,5988.75,2025-07-17
8686,35,4,302,2025-03-28,95,5011.38,2025-04-10
8687,34,3,421,2023-09-15,53,1134.67,2023-09-24
8688,48,1,470,2024-08-02,31,179.17,2024-08-14
8689,46,2,56,2025-07-29,54,796.02,2025-08-20
8690,35,3,247,2022-08-08,84,1100.95,2022-08-19
8691,37,4,134,2022-02-13,51,2090.85,2022-02-24
8692,14,2,419,2023-11-05,209,500.49,2023-11-09
8693,23,1,81,2023-10-29,28,2922.5,2023-11-08
8694,5,2,81,2024-02-06,40,4243.01,2024-02-14
8695,6,1,178,2023-01-14,60,6127.59,2023-01-23
8696,28,4,368,2022-09-14,91,284.49,2022-09-22
8697,38,1,115,2022-12-30,69,737.97,2023-01-14
8698,27,1,207,2024-02-20,21,845.01,2024-03-02
8699,47,3,89,2024-08-13,95,581.42,2024-09-01
8700,27,4,165,2024-04-01,125,1406.19,2024-04-14
8701,40,4,330,2022-11-23,42,2254.91,2022-11-27
8702,2,3,21,2023-13-05,25,744.66,2022-05-05
8703,38,1,53,2024-03-11,89,7762.56,2024-03-22
8704,26,2,150,2023-11-19,72,209.67,2023-12-02
8705,25,1,500,2025-11-17,61,690.17,2025-11-29
8706,10,3,235,2024-10-09,127,270.91,2024-10-24
8707,20,1,387,2023-05-28,38,3023.28,2023-06-12
8708,20,3,278,2023-03-15,30,339.31,2023-03-20
8709,33,2,235,2022-10-24,164,366.36,2022-10-25
8710,19,3,271,2022-06-19,65,721.0,2022-06-26
8711,3,1,16,2023-10-25,32,363.56,2023-11-06
8712,43,1,451,2022-01-13,25,1070.09,2022-01-21
8713,43,4,53,2024-01-05,73,6300.06,2024-01-12
8714,36,3,419,2025-10-10,124,329.78,2025-10-18
8715,31,1,208,2023-08-18,92,7194.61,2023-08-26
8716,10,4,405,2025-04-03,50,814.8,2025-04-13
8717,39,4,269,2024-12-11,57,669.11,2024-12-22
8718,14,2,208,2024-07-01,114,9078.86,2024-07-12
8719,47,3,97,2024-09-05,67,3321.38,2024-09-23
8720,19,4,480,2025-03-01,40,1499.67,2025-03-13
8721,4,1,72,2022-01-28,58,2311.99,2022-02-05
8722,38,3,232,2022-07-29,18,818.59,2022-08-12
8723,44,3,442,2025-09-04,86,7997.93,2025-09-20
8724,6,1,124,2022-12-01,92,19316.91,2022-12-15
8725,9,3,379,2025-11-12,71,3737.22,2025-11-20
8726,21,4,388,2024-06-02,60,780.62,2024-06-15
8727,26,2,433,2023-05-02,32,924.1,2023-05-18
8728,39,4,256,2025-01-24,81,,2025-02-01
8729,4,1,41,2023-03-16,59,1028.81,2023-03-23
8730,44,3,489,2023-07-22,37,1486.29,2023-08-10
8731,9,2,97,2025-08-06,31,1550.07,2025-08-12
8732,1,4,235,2025-06-15,78,172.15,2025-06-25
8733,32,2,380,2023-10-10,45,1457.65,2023-10-18
8734,13,3,119,2023-07-15,149,6070.86,2023-07-23
8735,33,1,494,2023-03-21,144,903.21,2023-03-22
8736,34,4,246,2023-06-22,56,701.65,2023-07-01
8737,22,3,313,2024-02-13,67,15488.01,2024-02-17
8738,4,1,278,2022-08-06,80,856.38,2022-08-18
8739,5,4,350,2022-01-16,68,3952.95,2022-01-20
8740,25,3,3,2022-06-14,153,1752.87,2022-06-25
8741,18,3,208,2024-11-17,103,8078.93,2024-11-23
8742,15,3,463,2024-05-01,98,586.81,2024-05-10
8743,46,3,52,2025-12-07,31,3367.4,2025-12-25
8744,2,3,97,2022-01-31,16,778.75,2022-02-04
8745,31,1,471,2023-09-27,28,666.99,2023-10-08
8746,29,2,309,2024-07-20,102,1157.31,2024-07-26
8747,44,4,87,2025-11-19,67,7298.22,2025-12-06
8748,34,1,18,2024-06-24,53,2198.23,2024-07-03
8749,28,1,379,2024-11-21,73,3729.23,2024-12-01
8750,10,4,6,2023-05-05,19,628.86,2023-05-18
8751,1,4,345,2022-11-24,64,136.36,2022-12-04
8752,31,1,211,2024-07-16,58,1394.33,2024-07-25
8753,9,4,349,2022-04-23,20,1026.33,2022-05-03
8754,22,1,272,2023-08-07,56,2978.69,2023-08-10
8755,15,4,329,2024-12-25,13,646.66,2025-01-02
8756,3,4,287,2024-11-03,26,4682.89,2024-11-18
8757,9,1,497,2025-12-27,11,460.43,2026-01-06
8758,12,3,296,2025-07-04,29,572.24,2025-07-21
8759,7,3,109,2024-09-11,69,1938.95,2024-09-17
8760,15,1,411,2023-08-08,51,523.71,2023-08-15
8761,29,3,398,2022-03-10,30,902.11,2022-03-23
8762,12,1,258,2023-08-07,47,628.83,2023-08-19
8762,12,1,258,2023-08-07,47,628.83,2023-08-19
8763,17,3,408,2024-06-02,96,2573.6,2024-06-13
8764,8,1,412,2023-04-08,314,3658.22,2023-04-20
8765,37,4,6,2022-05-23,42,1357.49,2022-06-04
8766,9,3,204,2025-01-15,84,16460.93,2025-01-21
8767,10,2,89,2025-05-23,136,789.91,2025-06-05
8768,36,3,174,2024-12-24,91,903.56,2025-01-01
8769,44,2,306,2025-02-07,18,231.62,2025-02-22
8770,46,1,451,2022-08-22,46,2016.22,2022-09-06
8771,38,4,457,2024-04-30,9,294.8,2024-05-15
8772,32,4,222,2025-05-27,53,489.54,2025-06-05
8773,9,2,289,2023-01-30,46,1479.39,2023-02-09
8774,26,1,51,2025-08-25,97,8512.18,2025-09-10
8775,44,1,250,2022-12-16,125,1119.83,2023-01-02
8776,37,3,78,2023-10-11,60,1569.74,2023-10-21
8777,19,1,207,2022-10-13,41,1719.47,2022-10-22
8778,43,3,323,2024-08-12,128,989.4,2024-08-16
8779,23,1,283,2022-10-27,104,2109.38,2022-11-01
8780,10,3,353,2022-09-22,90,2208.89,2022-10-04
8781,49,2,340,2024-12-08,80,,2024-12-17
8782,6,1,248,2022-06-19,66,3864.86,2022-07-01
8783,23,4,465,2025-05-14,38,4584.15,2025-05-21
8784,3,2,131,2023-07-08,50,1138.02,2023-07-19
8785,28,1,206,2022-02-25,44,975.92,2022-03-03
8786,8,1,458,2022-03-22,44,1459.57,2022-03-31
8787,22,3,479,2024-03-02,78,2220.67,2024-03-05
8788,15,3,304,2022-08-07,71,972.2,2022-08-17
8789,9,3,207,2022-02-12,33,1439.15,2022-02-20
8790,11,4,107,2022-09-20,57,6100.03,2022-09-24
8791,14,4,421,2025-12-08,64,1329.53,2025-12-10
8792,15,1,89,2022-10-23,35,203.1,2022-11-03
8793,4,1,315,2023-08-17,31,1118.47,2023-08-29
8794,15,3,395,2023-12-21,62,3131.47,2023-12-29
8795,44,4,369,2025-01-01,185,2852.67,2025-01-19
8796,6,3,421,2022-12-06,86,1725.72,2022-12-15
8797,46,2,87,2024-03-24,77,8433.15,2024-04-07
8798,24,3,463,2022-06-26,31,194.49,2022-07-09
8799,31,2,420,2024-08-07,38,3590.48,2024-08-19
8800,45,3,309,2025-04-24,91,964.94,2025-05-02
8801,32,4,27,2024-07-19,7,260.87,2024-08-05
8802,37,1,97,2024-11-10,41,1964.09,2024-11-20
8803,11,2,233,2023-09-01,45,1878.32,2023-09-09
8804,36,3,246,2025-01-02,24,294.35,2025-01-10
8805,10,4,400,2022-05-29,43,1811.73,2022-06-09
8806,40,4,248,2023-06-26,44,2485.71,2023-06-29
8807,21,2,425,2022-01-01,11,460.83,2022-01-13
8808,18,3,87,2023-10-08,56,6526.36,2023-10-16
8809,23,1,132,2022-10-10,127,11667.63,2022-10-19
8810,47,2,418,2024-03-20,14,144.66,2024-04-06
8811,7,4,443,2024-12-04,52,715.27,2024-12-11
8812,12,1,128,2025-07-01,45,1837.41,2025-07-14
8813,34,2,257,2024-05-04,43,623.1,2024-05-12
8814,1,1,350,2024-02-29,56,3122.45,2024-03-26
8815,8,3,307,2024-05-09,43,1660.7,2024-05-21
8816,36,1,473,2025-03-15,132,1459.84,2025-03-19
8817,25,3,115,2025-02-16,47,458.54,2025-02-25
8818,38,2,74,2023-08-01,61,2204.76,2023-08-12
